V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q56_1,Q56_2,Q56_3,Q56_4,Q7,Q5,Q2,Q53,Q10,Q54,Q57_1,Q57_2,Q57_3,Q57_4,Q45,Q25,Q60,Q59,Q27,Q20_1,Q20_2,Q20_3,Q20_4,Q21_1_TEXT,Q21_2_TEXT,Q21_3_TEXT,Q21_4_TEXT,Q21_5_TEXT,Q21_6_TEXT,Q21_7_TEXT,Q22,Q49,Q19,Q20,Q23,Q24,Q25,Q21,Q27,Q29,Q71_1,Q71_2,Q71_3,Q71_4,Q73,Q72_1_TEXT,Q72_2_TEXT,Q72_3_TEXT,Q72_4_TEXT,Q72_5_TEXT,Q72_6_TEXT,Q72_7_TEXT,Q70,Q69,Q68,Q67,Q66,Q65,Q28,Q29,Q30,Q34_1,Q34_2,Q34_3,Q34_4,Q31,Q32,Q63,Q63_TEXT,Q23_1,Q23_2,Q23_3,Q23_4,Q47,Q39,Q40,Q58,Q42,Q43,Q44,Q35_1,Q36,Q79_1,Q79_2,Q79_3,Q79_4,Q80_1_TEXT,Q80_2_TEXT,Q80_3_TEXT,Q80_4_TEXT,Q80_5_TEXT,Q80_6_TEXT,Q80_7_TEXT,Q81,Q74,Q75,Q76,Q77,Q61,Q62,Q48,Q38,Q37_1,Q37_2,LocationLatitude,LocationLongitude,LocationAccuracy
R_1drWMz7AI3At6IA,Default Response Set,Anonymous,,,74.197.112.118,0,11/29/2015 15:16,11/29/2015 15:27,1,1.057,47.229,50.326,9,1,31,5,4,11,A1NBY0HAJ3146,29.939,168.651,170.675,8,1,2,1,4,2,71.36,91.884,93.38,2,Firefox,42,Windows NT 6.3,1920x1080,19.0.0,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,1,,,,,,1,3,3,12.723,82.626,83.997,3,1,Firefox,42,Windows NT 6.3,1920x1080,19.0.0,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,,,1,,,,3,1,1,8.808,34.171,35.359,4,6,6,3,,118.505,162.548,165.651,2,1,1,,,,1,1,2,1,30.989,43.135,44.791,2,Firefox,42,Windows NT 6.3,1920x1080,19.0.0,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,,,,1,2,2,1,2,4,4,33.47210693,-101.9397964,-1
R_3DbSBDaO6UsOzNR,Default Response Set,Anonymous,,,73.213.226.35,0,11/29/2015 15:15,11/29/2015 15:27,1,1.846,41.28,62.271,8,1,14,5,5,7,A210E0A5MFTETF,26.687,105.802,107.294,4,1,1,1,4,2,0.571,147.097,147.986,6,Firefox,42,Windows NT 6.3,1366x768,19.0.0,1,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,1,,,,,1,,3,3,12.563,78.355,79.902,4,1,Firefox,42,Windows NT 6.3,1366x768,19.0.0,1,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,,,,,,1,3,1,1,11.442,36.722,38.912,3,6,5,3,,127.419,193.427,195.511,2,1,1,,1,,,1,5,1,27.403,45.122,46.353,2,Firefox,42,Windows NT 6.3,1366x768,19.0.0,1,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,,1,,,2,4,1,2,4,5,39.34300232,-76.68579865,-1
R_2wuCsRtMKlo5GoY,Default Response Set,Anonymous,,,69.131.29.106,0,11/29/2015 15:20,11/29/2015 15:28,1,1.305,37.412,41.032,8,2,26,5,5,11,A2BVUVKIS50IR8,27.902,90.385,91.495,3,1,1,1,4,2,40.959,70.957,72.392,2,Chrome,46.0.2490.82,CrOS armv7l 7390.68.0,1366x768,19.0.0,1,"Mozilla/5.0 (X11; CrOS armv7l 7390.68.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.82 Safari/537.36",1,1,,,,,,1,3,3,10.799,63.22,65.217,4,1,Chrome,46.0.2490.82,CrOS armv7l 7390.68.0,1366x768,19.0.0,1,"Mozilla/5.0 (X11; CrOS armv7l 7390.68.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.82 Safari/537.36",,,1,,,,3,1,1,23.8,33.79,35.116,3,6,6,3,,35.902,56.243,57.463,3,1,1,1,,,,1,5,1,46.601,56.248,58.241,2,Chrome,46.0.2490.82,CrOS armv7l 7390.68.0,1366x768,19.0.0,1,"Mozilla/5.0 (X11; CrOS armv7l 7390.68.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.82 Safari/537.36",1,1,,,,2,3,1,5,5,5,30.79170227,-81.57309723,-1
R_2urBCbqQVfVovxh,Default Response Set,Anonymous,,,108.131.116.196,0,11/29/2015 15:18,11/29/2015 15:28,1,15.271,41.071,58.875,8,1,27,5,5,3,A2S6QOCFC3EAYH,9.397,88.287,93.673,3,1,1,1,4,2,39.731,67.126,78.388,2,Firefox,42,Windows NT 6.3,1366x768,19.0.0,1,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:42.0) Gecko/20100101 Firefox/42.0 Cyberfox/42.0.1,1,1,1,,,,,,3,2,25.82,102.171,116.472,3,1,Firefox,42,Windows NT 6.3,1366x768,19.0.0,1,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:42.0) Gecko/20100101 Firefox/42.0 Cyberfox/42.0.1,1,,,,,,3,1,3,22.467,36.961,42.177,3,4,6,3,,64.767,97.848,106.285,2,1,1,,,,1,1,5,1,26.352,38.602,40.297,2,Firefox,42,Windows NT 6.3,1366x768,19.0.0,1,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:42.0) Gecko/20100101 Firefox/42.0 Cyberfox/42.0.1,1,,,,1,2,2,1,5,5,5,34.54699707,-88.25019836,-1
R_2fwf4uxYgaSNyRv,Default Response Set,Anonymous,,,67.174.184.94,0,11/29/2015 15:15,11/29/2015 15:28,1,1.347,55.122,55.731,18,1,16,5,5,2,A38JZ9Q0S0ZPO8,59.385,226.794,227.73,9,1,1,1,2,2,0.863,100.247,101.021,10,MSIE,11,Windows NT 6.3,1366x768,18.0.0,1,Mozilla/5.0 (Windows NT 6.3; ARM; Trident/7.0; Touch; .NET4.0E; .NET4.0C; Tablet PC 2.0; rv:11.0) like Gecko,1,1,,,,,,1,3,2,0.497,62.458,64.262,9,1,MSIE,11,Windows NT 6.3,1366x768,18.0.0,1,Mozilla/5.0 (Windows NT 6.3; ARM; Trident/7.0; Touch; .NET4.0E; .NET4.0C; Tablet PC 2.0; rv:11.0) like Gecko,,,1,,,,3,1,3,0.582,18.753,19.729,6,6,5,3,,29.936,177.91,178.375,18,1,1,,,,1,1,5,2,0.664,36.949,37.689,4,MSIE,11,Windows NT 6.3,1366x768,18.0.0,1,Mozilla/5.0 (Windows NT 6.3; ARM; Trident/7.0; Touch; .NET4.0E; .NET4.0C; Tablet PC 2.0; rv:11.0) like Gecko,1,,,,1,2,2,1,5,5,5,37.22419739,-104.3727036,-1
R_YaFbFtyoOWqIceZ,Default Response Set,Anonymous,,,107.220.157.229,0,11/29/2015 15:19,11/29/2015 15:28,1,1.26,23.287,24.349,9,1,7,3,6,11,A13BYO8D9ICA6H,69.263,151.094,152.533,3,1,1,1,4,2,41.504,63.036,64.316,2,Chrome,46.0.2490.86,Macintosh,2560x1440,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,,1,,3,2,15.513,80.85,82.706,4,1,Chrome,46.0.2490.86,Macintosh,2560x1440,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,,,,1,3,1,3,5.368,42.571,43.503,10,6,7,3,,71.585,96.503,105.862,2,1,1,,,,1,1,5,1,17.937,31.325,32.931,2,Chrome,46.0.2490.86,Macintosh,2560x1440,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,1,1,2,1,5,5,5,31.31469727,-81.52220154,-1
R_2fxiGg5cuJGy1vE,Default Response Set,Anonymous,,,107.2.1.30,0,11/29/2015 15:12,11/29/2015 15:28,1,0.98,40.475,41.925,7,1,17,3,6,11,A20FNUQF18CZE9,57.034,120.644,127.299,3,1,1,1,4,2,271.411,288.491,292.125,2,Chrome,46.0.2490.86,Windows NT 10.0,1280x1024,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,,1,,3,3,33.206,194.906,231.115,7,1,Chrome,46.0.2490.86,Windows NT 10.0,1280x1024,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,,,,1,3,4,3,8.732,44.754,50.719,3,6,6,3,,143.094,199.727,201.611,2,1,1,,,1,,1,3,1,18.726,22.897,23.841,2,Chrome,46.0.2490.86,Windows NT 10.0,1280x1024,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,,1,2,1,3,4,4,32.438797,-110.9574966,-1
R_1FhxV7xal7xjsAl,Default Response Set,Anonymous,,,76.30.243.175,0,11/29/2015 15:14,11/29/2015 15:29,1,0.998,39.808,41.705,8,2,27,5,5,11,A3GYZUEA1JUZ6V,79.576,195.487,197.526,7,1,1,1,4,1,29.957,167.667,168.796,3,Edge,12.1024,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.10240",1,1,,,,,,1,3,3,18.059,127.676,129.601,4,1,Edge,12.1024,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.10240",,,1,,,,3,1,3,39.25,68.496,76.799,4,8,6,3,,80.835,105.06,119.257,2,1,1,,1,,,1,1,1,27.57,53.284,62.877,2,Edge,12.1024,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.10240",1,,1,,,1,2,1,2,5,5,29.97790527,-95.57700348,-1
R_3D5ecUsrFSlyJof,Default Response Set,Anonymous,,,100.2.122.157,0,11/29/2015 15:17,11/29/2015 15:29,1,1.443,18.836,25.94,8,1,15,5,5,3,A2G7N0X0PNX0EE,32.776,81.217,96.692,3,1,1,1,4,2,14.714,139.927,143.026,7,Chrome,46.0.2490.86,Windows NT 6.1,1920x1080,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,1,,,,3,2,17.326,90.544,96.041,3,1,Chrome,46.0.2490.86,Windows NT 6.1,1920x1080,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,,1,,,2,1,1,23.096,41.241,54.683,3,6,6,3,,6.166,191.806,193.816,8,1,1,,,1,,1,2,2,27.378,52.036,58.081,2,Chrome,46.0.2490.86,Windows NT 6.1,1920x1080,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,,2,2,1,5,4,5,40.57670593,-73.98999786,-1
R_2c50gfFDxVs4hwd,Default Response Set,Anonymous,,,73.218.125.6,0,11/29/2015 15:19,11/29/2015 15:30,1,20.971,91.497,94.329,9,2,25,6,5,2,A26XN1TM6CV01T,10.102,67.1,68.927,4,1,1,1,4,2,155.584,187.917,189.243,4,Firefox,42,Windows NT 6.3,1366x768,-1,1,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,1,,1,,,,,3,3,12.451,99.248,101.06,4,1,Firefox,42,Windows NT 6.3,1366x768,-1,1,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,,1,,,,,3,4,3,6.292,15.493,17.585,3,6,5,3,,84.768,94.921,96.102,2,1,1,,,,1,1,2,2,13.579,28.028,29.807,2,Firefox,42,Windows NT 6.3,1366x768,-1,1,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,,,,1,2,2,1,3,4,4,41.88330078,-72.36109924,-1
R_TmZsTPffPczrHzj,Default Response Set,Anonymous,,,172.243.18.190,0,11/29/2015 15:19,11/29/2015 15:30,1,8.573,37.136,39.385,12,2,13,3,4,9,A3HNSL19SKG07P,24.498,69.067,70.458,12,1,1,1,2,2,19.012,73.022,74.072,9,Chrome,46.0.2490.86,Windows NT 10.0,1280x720,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,1,,,,,,3,2,14.877,51.926,53.098,6,1,Chrome,46.0.2490.86,Windows NT 10.0,1280x720,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,,,3,1,1,7.386,24.688,25.515,10,6,7,3,,1.096,131.47,133.771,3,1,1,,1,,,1,5,1,3.783,76.515,77.307,16,Chrome,46.0.2490.86,Windows NT 10.0,1280x720,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,1,,,2,2,1,4,5,5,31.21769714,-82.34290314,-1
R_1FnTztRLKk4W3wn,Default Response Set,Anonymous,,,71.80.57.226,0,11/29/2015 15:21,11/29/2015 15:30,1,3.149,69.226,72.438,11,2,20,4,5,9,A1N0QAID4YE2LD,24.8,88.276,89.779,10,1,1,1,4,1,29.197,46.936,48.285,4,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,1,,,,,,3,3,19.189,87.388,88.716,9,1,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,,,3,1,1,5.089,67.632,69.071,11,2,5,3,,37.87,62.516,63.731,5,1,1,1,,,,1,4,1,22.849,34.442,35.548,5,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,2,3,1,3,4,3,36.70440674,-76.60970306,-1
R_ReqCZqwGNDKYz1D,Default Response Set,Anonymous,,,74.96.152.128,0,11/29/2015 15:24,11/29/2015 15:30,1,1.385,49.589,51.51,13,1,16,5,4,3,A1TGSYR7H0PKEI,5.58,52.34,53.338,7,1,4,1,2,3,4.485,54.09,55.212,4,Firefox,42,Macintosh,1366x768,19.0.0,1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:42.0) Gecko/20100101 Firefox/42.0,1,1,1,,,,,,3,1,16.865,58.332,59.356,5,1,Firefox,42,Macintosh,1366x768,19.0.0,1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:42.0) Gecko/20100101 Firefox/42.0,1,,,,,,2,2,2,8.828,116.634,117.576,5,8,4,3,,6.21,16.684,19.341,5,1,1,,,,1,1,3,2,3.565,6.421,7.272,3,Firefox,42,Macintosh,1366x768,19.0.0,1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:42.0) Gecko/20100101 Firefox/42.0,1,,,,1,2,2,1,3,4,3,38.89219666,-76.76809692,-1
R_3IRAm2FaKl4JiNe,Default Response Set,Anonymous,,,68.64.112.106,0,11/29/2015 15:16,11/29/2015 15:30,1,2.981,25.763,29.075,13,2,13,5,5,2,A3TVMJCMB3KZ66,11.372,142.548,162.376,11,1,1,1,4,2,4.867,263.106,264.839,18,Firefox,37,Windows NT 6.1,1366x768,19.0.0,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0,1,1,,,1,,,,3,2,6.169,79.669,82.009,9,1,Firefox,37,Windows NT 6.1,1366x768,19.0.0,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0,,,,1,,,2,1,1,3.835,41.346,42.426,11,6,6,3,,12.325,125.945,127.005,10,1,1,1,,,,1,4,1,5.426,54.039,54.939,8,Firefox,37,Windows NT 6.1,1366x768,19.0.0,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0,1,1,,,,2,2,1,5,5,5,37.33540344,-82.95659637,-1
R_26aJ7xouEvOmkFT,Default Response Set,Anonymous,,,68.13.52.99,0,11/29/2015 15:25,11/29/2015 15:30,1,1.126,24.659,29.247,8,1,19,5,5,3,AUJINI09VX2RO,20.715,61.886,63.611,3,1,1,1,4,2,20.041,57.787,58.706,2,Chrome,46.0.2490.86,Windows NT 10.0,1600x900,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,1,,,,3,2,23.077,54.857,56.256,4,1,Chrome,46.0.2490.86,Windows NT 10.0,1600x900,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,,1,,,4,1,1,6.506,20.226,21.605,3,6,6,3,,5.443,31.375,33.32,2,1,1,,,,1,1,3,2,2.519,13.538,14.855,2,Chrome,46.0.2490.86,Windows NT 10.0,1600x900,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,1,2,2,1,2,3,4,41.26159668,-96.18199921,-1
R_1msk02OURorBfIn,Default Response Set,Anonymous,,,172.72.130.166,0,11/29/2015 15:19,11/29/2015 15:31,1,1.477,44.279,47.677,8,2,14,5,6,11,A133ATEVIDWI1C,45.653,117.822,119.927,3,1,1,1,4,2,58.621,86.204,88.367,2,Safari,8.0.6,Macintosh,1280x800,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3",1,1,,,1,,,,3,2,16.693,85.644,86.381,4,1,Safari,8.0.6,Macintosh,1280x800,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3",,,,1,,,2,1,3,8.521,29.427,30.994,3,6,6,3,,138.842,212.968,213.918,3,1,1,,,,1,1,3,1,29.308,40.411,42.026,2,Safari,8.0.6,Macintosh,1280x800,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3",1,,,,1,2,2,1,5,4,5,35.05079651,-80.81860352,-1
R_09E2ShTZPg6zouB,Default Response Set,Anonymous,,,70.192.168.177,0,11/29/2015 15:16,11/29/2015 15:31,1,1.555,43.178,46.982,8,2,48,5,6,11,A1PLKT0OSX7AHC,64.169,103.245,105.699,3,1,1,1,1,2,104.493,137.399,138.847,2,Firefox,40.1.0,Windows NT 6.1,1152x922,19.0.0,,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:40.0) Gecko/20100101 Firefox/40.1.0 Waterfox/40.1.0,1,1,,,,,,1,3,3,10.534,95.053,98.898,3,1,Firefox,40.1.0,Windows NT 6.1,1152x922,19.0.0,,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:40.0) Gecko/20100101 Firefox/40.1.0 Waterfox/40.1.0,,,1,,,,3,1,2,8.216,29.411,42.384,2,6,7,3,,275.634,301.162,306.905,2,1,1,1,,,,1,5,3,12.534,60.849,62.413,3,Firefox,40.1.0,Windows NT 6.1,1152x922,19.0.0,,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:40.0) Gecko/20100101 Firefox/40.1.0 Waterfox/40.1.0,1,1,,,,2,3,1,1,5,5,40.15759277,-75.27570343,-1
R_2q9431rBgZ3Outf,Default Response Set,Anonymous,,,50.158.233.30,0,11/29/2015 15:14,11/29/2015 15:32,1,1.375,34.898,41.659,10,2,29,7,5,4,A3HZ31VAGTVQMQ,2.127,135.076,137.755,7,1,1,1,4,2,1.519,466.179,475.098,6,Safari,8.0.8,Macintosh,1440x900,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/600.8.9 (KHTML, like Gecko) Version/8.0.8 Safari/600.8.9",1,1,,,1,,,,3,3,1.173,115.855,117.065,10,1,Safari,8.0.8,Macintosh,1440x900,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/600.8.9 (KHTML, like Gecko) Version/8.0.8 Safari/600.8.9",,,,1,,,2,1,3,7.458,29.294,30.777,5,6,6,3,,3.869,176.078,177.467,4,1,1,1,,,,1,3,1,1.716,33.12,34.417,4,Safari,8.0.8,Macintosh,1440x900,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/600.8.9 (KHTML, like Gecko) Version/8.0.8 Safari/600.8.9",1,1,,,,2,3,1,5,4,4,40.15299988,-87.64589691,-1
R_2tLo02oz1R5QvnT,Default Response Set,Anonymous,,,73.137.31.4,0,11/29/2015 15:23,11/29/2015 15:32,1,56.589,94.974,97.852,13,2,18,4,6,11,A3JVOMZOZ81R1S,5.757,104.931,105.811,9,1,1,1,4,1,32.751,58.313,59.195,5,Chrome,46.0.2490.86,Windows NT 6.2,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,1,,,,,3,3,26.435,65.647,67.202,11,1,Chrome,46.0.2490.86,Windows NT 6.2,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,1,,,,,3,1,2,2.269,15.601,16.481,8,6,6,3,,9.469,78.548,79.669,7,1,1,,,,1,1,5,3,15.054,32.201,32.929,6,Chrome,46.0.2490.86,Windows NT 6.2,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,1,2,2,1,3,4,4,33.79640198,-84.03369904,-1
R_23LRTJ3buVA2ng5,Default Response Set,Anonymous,,,104.174.23.18,0,11/29/2015 15:16,11/29/2015 15:32,1,1.687,49.542,53.693,23,1,22,5,5,6,A38R23YJWI0B4P,11.459,117.542,119.196,14,1,1,1,4,1,7.536,114.29,116.301,23,Chrome,46.0.2490.86,Windows NT 6.0,1280x800,19.0.0,1,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,1,,,,,,3,2,9.708,102.321,104.332,10,1,Chrome,46.0.2490.86,Windows NT 6.0,1280x800,19.0.0,1,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,,,2,1,1,15.722,51.495,56.547,7,2,6,3,,5.466,242.827,263.011,26,1,1,,1,,,1,1,1,18.888,72.325,77.873,10,Chrome,46.0.2490.86,Windows NT 6.0,1280x800,19.0.0,1,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,1,,,2,2,1,2,2,3,34.16479492,-118.4008026,-1
R_3M9vUdPV3hBYH7M,Default Response Set,Anonymous,,,96.37.241.150,0,11/29/2015 15:24,11/29/2015 15:32,1,1.006,24.076,25.071,6,1,12,5,5,6,A3E18P15E4GSG6,32.125,119.325,122.573,4,1,1,1,4,2,59.552,108.873,110.406,2,Chrome,46.0.2490.86,Macintosh,1920x1200,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,,,1,3,3,9.872,53.381,54.674,3,1,Chrome,46.0.2490.86,Macintosh,1920x1200,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,1,,,,3,1,1,5.269,17.926,19.112,3,6,6,3,,93.682,110.136,127.598,2,1,1,,,,1,1,4,1,18.121,25.221,26.34,2,Chrome,46.0.2490.86,Macintosh,1920x1200,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,1,2,2,1,5,4,4,34.83259583,-82.45570374,-1
R_2CfU3XvEufnwKn6,Default Response Set,Anonymous,,,76.106.156.225,0,11/29/2015 15:25,11/29/2015 15:33,1,0.714,20.993,23.132,8,2,23,6,5,2,A35W13N45CZB1O,20.763,70.78,72.219,5,1,1,1,1,2,61.175,114.743,115.743,3,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,1,,,,3,3,10.673,63.938,67.32,3,1,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,,1,,,2,1,3,6.687,28.479,29.571,3,6,6,3,,76.536,105.936,106.77,2,1,1,,,1,,1,4,2,12.374,22.198,23.739,2,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,,1,1,1,1,5,5,30.09660339,-81.71900177,-1
